Ngay,Ma_CP,Nganh,Gia_Mo_Cua,Gia_Dong_Cua,Gia_Cao_Nhat,Gia_Thap_Nhat,Khoi_Luong_Giao_Dich,Xu_Huong_Thi_Truong,Ty_Suat_Co_Tuc,He_So_P/E
2023-08-16,VNG,Công nghệ,135700,134100.0,136900,132700,7.0,Giảm,3.5,15.3
2023-08-17,VNG,Công nghệ,129300,131300.0,132200,127900,14.3,Tăng,3.5,15.3
2023-08-18,VNG,Công nghệ,126400,127900.0,128400,125000,11.7,Tăng,3.5,15.1
2023-08-21,VNG,Công nghệ,125800,125900.0,126700,124800,9.6,Đi ngang,3.5,15.1
2023-08-22,VNG,Công nghệ,123100,122700.0,124200,121800,5.9,Đi ngang,3.5,15.0
2023-08-23,VNG,Công nghệ,123700,123000.0,124400,122400,14.8,Giảm,3.5,15.3
2023-08-24,VNG,Công nghệ,119800,120600.0,121800,118400,14.5,Đi ngang,3.5,15.2
2023-08-25,VNG,Công nghệ,117200,119100.0,119600,116800,14.4,Tăng,3.5,15.2
2023-08-28,VNG,Công nghệ,115500,116700.0,118000,115000,5.0,Tăng,3.5,15.0
2023-08-29,VNG,Công nghệ,116200,117900.0,118300,115500,8.0,Tăng,3.5,15.3
2023-08-30,VNG,Công nghệ,114100,115500.0,116000,112900,6.6,Tăng,3.5,15.2
2023-08-31,VNG,Công nghệ,117300,116900.0,117900,115500,9.3,Đi ngang,3.5,15.6
2023-09-01,VNG,Công nghệ,115600,114300.0,117000,113700,7.9,Giảm,3.5,15.2
2023-09-04,VNG,Công nghệ,114300,115800.0,116800,113100,11.2,Tăng,3.5,15.3
2023-09-05,VNG,Công nghệ,116600,117300.0,117800,115100,12.8,Đi ngang,3.5,15.4
2023-09-06,VNG,Công nghệ,120800,120300.0,121200,119900,12.3,Giảm,3.5,15.6
2023-09-07,VNG,Công nghệ,121100,120300.0,122300,119600,12.6,Đi ngang,3.5,15.4
2023-09-08,VNG,Công nghệ,117700,119600.0,120600,117300,17.5,Tăng,3.5,15.0
2023-09-11,VNG,Công nghệ,116700,116300.0,117800,115400,19.0,Đi ngang,3.5,14.6
2023-09-12,VNG,Công nghệ,114200,115300.0,116400,112900,9.9,Tăng,3.5,14.4
2023-09-13,VNG,Công nghệ,116400,118100.0,118700,116000,13.1,Tăng,3.5,14.5
2023-09-14,VNG,Công nghệ,123700,122800.0,124200,122200,13.4,Giảm,3.5,14.9
2023-09-15,VNG,Công nghệ,125000,127000.0,128300,124100,7.2,Tăng,3.5,15.1
2023-09-18,VNG,Công nghệ,126800,127400.0,128400,125900,9.4,Đi ngang,3.5,14.9
2023-09-19,VNG,Công nghệ,127400,127000.0,128400,126200,8.9,Đi ngang,3.5,14.6
2023-09-20,VNG,Công nghệ,129200,131100.0,131500,128800,5.1,Tăng,3.5,15.0
2023-09-21,VNG,Công nghệ,128900,128300.0,129600,127500,4.5,Đi ngang,3.5,14.6
2023-09-22,VNG,Công nghệ,125400,126400.0,127400,124400,7.0,Tăng,3.5,14.3
2023-09-25,VNG,Công nghệ,127200,129100.0,129500,125800,8.0,Tăng,3.5,14.4
2023-09-26,VNG,Công nghệ,128900,128100.0,129800,127400,11.9,Giảm,3.5,14.3
2023-09-27,VNG,Công nghệ,129600,127700.0,130200,126300,5.8,Giảm,3.5,14.1
2023-09-28,VNG,Công nghệ,128100,127100.0,129400,126100,16.7,Giảm,3.5,13.9
2023-09-29,VNG,Công nghệ,129800,130500.0,131900,129400,11.6,Đi ngang,3.5,14.1
2023-10-02,VNG,Công nghệ,126500,125200.0,127400,124600,5.7,Giảm,3.5,13.8
2023-10-03,VNG,Công nghệ,121900,122000.0,122400,121200,7.7,Đi ngang,3.5,13.7
2023-10-04,VNG,Công nghệ,118700,120700.0,121600,117600,12.4,Tăng,3.5,13.6
2023-10-05,VNG,Công nghệ,120200,120900.0,121500,119200,14.3,Tăng,3.5,13.8
2023-10-06,VNG,Công nghệ,119800,120600.0,121400,118800,12.3,Tăng,3.5,13.8
2023-10-09,VNG,Công nghệ,116900,118100.0,118700,115500,6.0,Tăng,3.5,13.5
2023-10-10,VNG,Công nghệ,120200,120400.0,121300,119700,9.9,Đi ngang,3.5,13.8
2023-10-11,VNG,Công nghệ,119300,121200.0,122400,119000,16.2,Tăng,3.5,14.1
2023-10-12,VNG,Công nghệ,122200,123100.0,123500,121500,9.2,Tăng,3.5,14.4
2023-10-13,VNG,Công nghệ,127500,126100.0,128000,125500,14.9,Giảm,3.5,14.8
2023-10-16,VNG,Công nghệ,121200,122800.0,123300,120600,5.6,Tăng,3.5,14.5
2023-10-17,VNG,Công nghệ,121400,120800.0,121800,120000,15.3,Giảm,3.5,14.5
2023-10-18,VNG,Công nghệ,116000,117400.0,118800,115100,15.3,Tăng,3.5,14.3
2023-10-19,VNG,Công nghệ,118500,118500.0,119400,117400,11.7,Đi ngang,3.5,14.5
2023-10-20,VNG,Công nghệ,118000,119700.0,120500,116500,10.1,Tăng,3.5,14.8
2023-10-23,VNG,Công nghệ,118800,119600.0,120900,118100,8.8,Đi ngang,3.5,15.0
2023-10-24,VNG,Công nghệ,119000,120500.0,121600,118000,13.9,Tăng,3.5,15.2
2023-10-25,VNG,Công nghệ,118200,116700.0,118700,116100,11.7,Giảm,3.5,14.9
2023-10-26,VNG,Công nghệ,116400,118000.0,119400,116100,12.8,Tăng,3.5,15.1
2023-10-27,VNG,Công nghệ,118500,116900.0,119400,116100,5.6,Giảm,3.5,15.1
2023-10-30,VNG,Công nghệ,117400,116400.0,118400,115800,7.2,Giảm,3.5,15.1
2023-10-31,VNG,Công nghệ,119600,117800.0,121100,116600,16.8,Giảm,3.5,15.3
2023-11-01,VNG,Công nghệ,115300,117100.0,117500,114400,8.3,Tăng,3.5,15.1
2023-11-02,VNG,Công nghệ,119900,121100.0,121400,119600,5.9,Tăng,3.5,15.4
2023-11-03,VNG,Công nghệ,123300,125100.0,125400,122200,11.4,Tăng,3.5,15.7
2023-11-06,VNG,Công nghệ,122500,123800.0,124100,122000,4.3,Tăng,3.5,15.3
2023-11-07,VNG,Công nghệ,122100,123700.0,124500,120700,17.0,Tăng,3.5,15.1
2023-11-08,VNG,Công nghệ,124000,123200.0,125100,122500,18.3,Giảm,3.5,14.7
2023-11-09,VNG,Công nghệ,126200,126100.0,127000,125000,6.3,Đi ngang,3.5,14.9
2023-11-10,VNG,Công nghệ,124000,125700.0,126900,123600,10.8,Tăng,3.5,14.6
2023-11-13,VNG,Công nghệ,127700,128900.0,130300,126500,4.0,Tăng,3.5,14.8
2023-11-14,VNG,Công nghệ,131000,129400.0,132100,128300,16.6,Giảm,3.5,14.7
2023-11-15,VNG,Công nghệ,127000,127100.0,127800,126600,9.8,Đi ngang,3.5,
2023-11-16,VNG,Công nghệ,130700,130800.0,131900,129900,15.4,Đi ngang,3.5,
2023-11-17,VNG,Công nghệ,129700,129500.0,130300,128200,10.7,Đi ngang,3.5,14.4
2023-11-20,VNG,Công nghệ,131500,132100.0,133000,130000,5.1,Đi ngang,3.5,14.4
2023-11-21,VNG,Công nghệ,138000,136200.0,138700,135300,16.9,Giảm,3.5,14.6
2023-11-22,VNG,Công nghệ,142100,,142900,140300,13.6,Giảm,3.5,14.8
2023-11-23,VNG,Công nghệ,139200,140200.0,140600,138300,9.2,Tăng,3.5,14.6
2023-11-24,VNG,Công nghệ,142400,142400.0,143000,141600,3.9,Đi ngang,3.5,14.6
2023-11-27,VNG,Công nghệ,148600,148100.0,150100,147200,9.4,Đi ngang,3.5,15.0
2023-11-28,VNG,Công nghệ,152100,151000.0,153500,150600,8.7,Giảm,3.5,15.2
2023-11-29,VNG,Công nghệ,148600,147800.0,149600,147300,8.2,Giảm,3.5,14.8
2023-11-30,VNG,Công nghệ,154000,153800.0,155100,153300,6.3,Đi ngang,3.5,15.1
2023-12-01,VNG,Công nghệ,156700,156000.0,157200,155000,18.5,Giảm,3.5,15.5
2023-12-04,VNG,Công nghệ,152100,152800.0,153400,150700,13.7,Đi ngang,3.5,15.3
2023-12-05,VNG,Công nghệ,154300,154600.0,155600,153700,4.8,Đi ngang,3.5,15.7
2023-12-06,VNG,Công nghệ,155700,157100.0,158400,155300,4.5,Tăng,3.5,16.0
2023-12-07,VNG,Công nghệ,151700,152000.0,153400,150800,5.3,Đi ngang,3.5,15.7
2023-12-08,VNG,Công nghệ,151500,149600.0,151800,148700,3.7,Giảm,3.5,15.5
2023-12-11,VNG,Công nghệ,147600,148600.0,149100,147000,5.8,Tăng,3.5,15.4
2023-12-12,VNG,Công nghệ,144000,145100.0,146000,143500,7.9,Tăng,3.5,15.2
2023-12-13,VNG,Công nghệ,143200,143900.0,144800,141900,5.9,Đi ngang,3.5,15.3
2023-12-14,VNG,Công nghệ,145400,144600.0,146600,144300,3.7,Giảm,3.5,15.6
2023-12-15,VNG,Công nghệ,147600,145600.0,148400,144600,6.7,Giảm,3.5,15.8
2023-12-18,VNG,Công nghệ,146200,147200.0,148400,145800,17.3,Tăng,3.5,16.2
2023-12-19,VNG,Công nghệ,141900,141300.0,142300,140600,19.9,Giảm,3.5,15.7
2023-12-20,VNG,Công nghệ,140000,,141200,138800,6.1,Giảm,3.5,15.7
2023-12-21,VNG,Công nghệ,138500,139800.0,140400,137900,16.0,Tăng,3.5,16.0
2023-12-22,VNG,Công nghệ,139200,137800.0,139800,136400,7.3,Giảm,3.5,15.9
2023-12-25,VNG,Công nghệ,134200,132700.0,134900,131600,17.9,Giảm,3.5,15.6
2023-12-26,VNG,Công nghệ,132700,133200.0,133600,131700,9.5,Đi ngang,3.5,15.8
2023-12-27,VNG,Công nghệ,129300,130100.0,130800,128100,4.7,Đi ngang,3.5,15.6
2023-12-28,VNG,Công nghệ,131000,131300.0,132500,129800,3.9,Đi ngang,3.5,15.8
2023-12-29,VNG,Công nghệ,133300,133400.0,134000,131800,16.5,Đi ngang,3.5,16.2
2023-01-02,CMG,Công nghệ,50400,49100.0,51400,47900,13.0,Giảm,2.8,24.8
2023-01-03,CMG,Công nghệ,46300,48300.0,48900,45800,9.2,Tăng,2.8,24.1
2023-01-04,CMG,Công nghệ,49500,49600.0,50000,48900,,Đi ngang,2.8,24.5
2023-01-05,CMG,Công nghệ,50100,50000.0,50500,49100,9.5,Đi ngang,2.8,24.3
2023-01-06,CMG,Công nghệ,49700,49600.0,50900,48300,7.2,Biến động mạnh,2.8,24.0
2023-01-09,CMG,Công nghệ,50900,50200.0,51200,49000,2.9,Giảm,2.8,23.9
2023-01-10,CMG,Công nghệ,48600,49400.0,50100,48100,5.4,Tăng,2.8,23.2
2023-01-11,CMG,Công nghệ,49100,50000.0,51000,48500,10.2,Tăng,2.8,23.1
2023-01-12,CMG,Công nghệ,48800,50700.0,51500,48200,9.3,Tăng,2.8,23.3
2023-01-13,CMG,Công nghệ,54000,52200.0,55500,51500,3.4,Giảm,2.8,23.8
2023-01-16,CMG,Công nghệ,53900,53300.0,54300,52400,5.0,Giảm,2.8,23.9
2023-01-17,CMG,Công nghệ,55100,55000.0,55500,53600,13.4,Đi ngang,2.8,24.4
2023-01-18,CMG,Công nghệ,55400,54100.0,55800,53200,,Giảm,2.8,24.0
2023-01-19,CMG,Công nghệ,55500,54400.0,56200,54100,13.3,Giảm,2.8,24.1
2023-01-20,CMG,Công nghệ,54400,53800.0,55700,53400,7.2,Đi ngang,2.8,23.6
2023-01-23,CMG,Công nghệ,54200,53000.0,55400,51600,6.1,Giảm,2.8,23.3
2023-01-24,CMG,Công nghệ,55300,53500.0,56000,53100,12.5,Giảm,2.8,23.2
2023-01-25,CMG,Công nghệ,51500,53300.0,54500,50100,10.1,Tăng,2.8,22.9
2023-01-26,CMG,Công nghệ,51000,53000.0,54300,50100,14.3,Tăng,2.8,
2023-01-27,CMG,Công nghệ,56600,54700.0,56900,54000,7.1,Giảm,2.8,22.6
2023-01-30,CMG,Công nghệ,56000,54200.0,57400,53100,7.0,Giảm,2.8,22.0
2023-01-31,CMG,Công nghệ,54300,55200.0,56400,54000,5.2,Tăng,2.8,22.2
2023-02-01,CMG,Công nghệ,57600,56200.0,58300,55400,15.7,Giảm,2.8,22.7
2023-02-02,CMG,Công nghệ,55700,55700.0,56800,55100,11.1,Đi ngang,2.8,22.7
2023-02-03,CMG,Công nghệ,56900,55800.0,57600,55100,7.0,Giảm,2.8,22.8
2023-02-06,CMG,Công nghệ,53200,54700.0,56100,52900,13.0,Tăng,2.8,22.4
2023-02-07,CMG,Công nghệ,53100,54800.0,56000,52100,6.3,Tăng,2.8,22.8
2023-02-08,CMG,Công nghệ,54000,,54400,52500,13.3,Giảm,2.8,22.2
2023-02-09,CMG,Công nghệ,51700,53300.0,54500,50400,11.5,Tăng,2.8,22.3
2023-02-10,CMG,Công nghệ,52600,51700.0,53100,51100,13.0,Giảm,2.8,21.9
2023-02-13,CMG,Công nghệ,49900,50300.0,51000,49400,4.1,Đi ngang,2.8,21.8
2023-02-14,CMG,Công nghệ,48000,49300.0,49900,47600,14.3,Tăng,2.8,21.5
2023-02-15,CMG,Công nghệ,47100,47800.0,48900,46800,9.6,Tăng,2.8,20.9
2023-02-16,CMG,Công nghệ,45600,47500.0,48800,44600,3.2,Tăng,2.8,20.9
2023-02-17,CMG,Công nghệ,47800,46800.0,48100,45600,2.9,Giảm,2.8,20.7
2023-02-20,CMG,Công nghệ,46700,44900.0,47100,43700,4.7,Giảm,2.8,20.2
2023-02-21,CMG,Công nghệ,44100,43300.0,44600,42300,16.1,Giảm,2.8,19.7
2023-02-22,CMG,Công nghệ,41200,42900.0,43200,40700,6.3,Tăng,2.8,19.7
2023-02-23,CMG,Công nghệ,41800,41000.0,42700,40100,5.1,Giảm,2.8,19.1
2023-02-24,CMG,Công nghệ,40200,40500.0,41200,39300,6.4,Đi ngang,2.8,19.1
2023-02-27,CMG,Công nghệ,40600,40300.0,41700,39500,9.2,Biến động mạnh,2.8,19.1
2023-02-28,CMG,Công nghệ,40000,39200.0,41300,38300,16.1,Biến động mạnh,2.8,18.6
2023-03-01,CMG,Công nghệ,38100,38700.0,40100,37700,5.3,Biến động mạnh,2.8,18.1
2023-03-02,CMG,Công nghệ,38400,39800.0,40700,36900,14.0,Tăng,2.8,18.5
2023-03-03,CMG,Công nghệ,41300,40900.0,41800,40300,6.4,Đi ngang,2.8,18.7
2023-03-06,CMG,Công nghệ,39200,41100.0,42500,38800,9.0,Tăng,2.8,18.8
2023-03-07,CMG,Công nghệ,43900,42300.0,44900,40900,5.0,Giảm,2.8,19.1
2023-03-08,CMG,Công nghệ,44000,43000.0,44700,42000,4.1,Giảm,2.8,19.2
2023-03-09,CMG,Công nghệ,43800,43300.0,44300,42300,5.4,Đi ngang,2.8,19.1
2023-03-10,CMG,Công nghệ,46000,44400.0,46700,43700,13.4,Giảm,2.8,19.5
2023-03-13,CMG,Công nghệ,44100,45500.0,46900,43400,12.0,Tăng,2.8,19.7
2023-03-14,CMG,Công nghệ,46800,44800.0,48200,43800,15.0,Giảm,2.8,19.4
2023-03-15,CMG,Công nghệ,48000,46400.0,48900,45600,12.3,Giảm,2.8,20.0
2023-03-16,CMG,Công nghệ,46700,46800.0,48200,45800,5.4,Biến động mạnh,2.8,20.1
2023-03-17,CMG,Công nghệ,48900,47700.0,49300,47300,6.1,Giảm,2.8,20.4
2023-03-20,CMG,Công nghệ,48800,49300.0,50000,48100,9.0,Đi ngang,2.8,20.7
2023-03-21,CMG,Công nghệ,48500,48400.0,48900,48000,14.5,Đi ngang,2.8,20.1
2023-03-22,CMG,Công nghệ,50500,49000.0,51100,48700,11.0,Giảm,2.8,20.3
2023-03-23,CMG,Công nghệ,48300,48600.0,49300,46900,6.7,Đi ngang,2.8,19.9
2023-03-24,CMG,Công nghệ,49300,49700.0,50100,48000,8.5,Đi ngang,2.8,20.1
2023-03-27,CMG,Công nghệ,49600,49800.0,50100,48600,13.6,Đi ngang,2.8,19.9
2023-03-28,CMG,Công nghệ,47400,48800.0,49900,46000,13.2,Tăng,2.8,19.4
2023-03-29,CMG,Công nghệ,47100,48200.0,48800,46300,8.8,Tăng,2.8,18.8
2023-03-30,CMG,Công nghệ,49500,50200.0,51300,48900,9.0,Đi ngang,2.8,19.3
2023-03-31,CMG,Công nghệ,48700,50200.0,51500,48100,4.6,Tăng,2.8,18.9
2023-04-03,CMG,Công nghệ,49800,49400.0,50900,48300,10.6,Biến động mạnh,2.8,18.9
2023-04-04,CMG,Công nghệ,50000,48300.0,51200,47200,,Giảm,2.8,18.5
2023-04-05,CMG,Công nghệ,47600,47200.0,48800,46100,7.6,Biến động mạnh,2.8,18.5
2023-04-06,CMG,Công nghệ,46000,45500.0,46400,44400,6.0,Đi ngang,2.8,18.0
2023-04-07,CMG,Công nghệ,43500,44200.0,45300,42600,4.5,Biến động mạnh,2.8,17.5
2023-04-10,CMG,Công nghệ,43300,44000.0,44600,42300,14.8,Tăng,2.8,17.7
2023-04-11,CMG,Công nghệ,44900,43700.0,45700,42300,12.4,Giảm,2.8,17.8
2023-04-12,CMG,Công nghệ,42200,43200.0,43900,41300,6.9,Tăng,2.8,17.6
2023-04-13,CMG,Công nghệ,43500,42200.0,44800,41900,15.4,Giảm,2.8,17.4
2023-04-14,CMG,Công nghệ,42000,42000.0,42600,41500,4.0,Đi ngang,2.8,17.5
2023-04-17,CMG,Công nghệ,42700,42500.0,44000,41400,7.4,Biến động mạnh,2.8,17.8
2023-04-18,CMG,Công nghệ,41000,41300.0,42100,39500,9.5,Biến động mạnh,2.8,17.4
2023-04-19,CMG,Công nghệ,40000,39900.0,40900,39600,9.1,Đi ngang,2.8,16.9
2023-04-20,CMG,Công nghệ,39300,40500.0,41800,38200,8.5,Tăng,2.8,17.3
2023-04-21,CMG,Công nghệ,39400,39300.0,40500,38900,12.3,Đi ngang,2.8,17.1
2023-04-24,CMG,Công nghệ,39500,37500.0,40200,36900,5.4,Giảm,2.8,16.7
2023-04-25,CMG,Công nghệ,37100,36700.0,38400,35900,3.9,Biến động mạnh,2.8,16.4
2023-04-26,CMG,Công nghệ,37600,36100.0,38000,35100,7.6,Giảm,2.8,16.3
2023-04-27,CMG,Công nghệ,36800,36700.0,37600,35600,5.4,Biến động mạnh,2.8,16.6
2023-04-28,CMG,Công nghệ,37500,36300.0,38500,35600,14.3,Giảm,2.8,16.7
2023-05-01,CMG,Công nghệ,37300,36600.0,38400,35300,7.1,Biến động mạnh,2.8,16.8
2023-05-02,CMG,Công nghệ,35700,37000.0,37600,34900,13.2,Tăng,2.8,16.8
2023-05-03,CMG,Công nghệ,36400,37700.0,38400,35500,14.0,Tăng,2.8,16.8
2023-05-04,CMG,Công nghệ,37100,37800.0,38900,36500,6.5,Biến động mạnh,2.8,16.7
2023-05-05,CMG,Công nghệ,38700,39100.0,40200,37300,15.9,Biến động mạnh,2.8,17.0
2023-05-08,CMG,Công nghệ,41200,39400.0,42000,38400,11.6,Giảm,2.8,17.1
2023-05-09,CMG,Công nghệ,38000,39100.0,40500,36800,17.0,Biến động mạnh,2.8,16.7
2023-05-10,CMG,Công nghệ,40500,38500.0,41300,37600,8.4,Giảm,2.8,16.3
2023-05-11,CMG,Công nghệ,39000,37800.0,40400,36700,,Giảm,2.8,15.9
2023-05-12,CMG,Công nghệ,36900,36800.0,38300,36200,12.9,Biến động mạnh,2.8,15.5
2023-05-15,CMG,Công nghệ,39100,37600.0,39900,37100,10.4,Giảm,2.8,15.6
2023-05-16,CMG,Công nghệ,37600,37700.0,38200,37100,5.3,Đi ngang,2.8,15.4
2023-05-17,CMG,Công nghệ,37200,37300.0,37700,36400,14.8,Đi ngang,2.8,15.0
2023-05-18,CMG,Công nghệ,36500,37500.0,37900,35900,9.4,Tăng,2.8,14.9
2023-05-19,CMG,Công nghệ,39000,38000.0,40000,37600,9.0,Giảm,2.8,14.9
2023-05-22,CMG,Công nghệ,38400,37500.0,39100,36000,6.4,Biến động mạnh,2.8,14.6
2023-05-23,CMG,Công nghệ,40400,38700.0,40800,38000,10.8,Giảm,2.8,15.0
2023-05-24,CMG,Công nghệ,40300,39700.0,41600,38800,7.1,Biến động mạnh,2.8,15.2
2023-05-25,CMG,Công nghệ,40600,39200.0,41100,38400,10.6,Giảm,2.8,14.9
2023-05-26,CMG,Công nghệ,38800,39500.0,40300,38300,7.2,Tăng,2.8,14.9
2023-05-29,CMG,Công nghệ,39200,,40500,38600,7.1,Tăng,2.8,15.1
2023-05-30,CMG,Công nghệ,40200,41200.0,42700,39500,14.4,Tăng,2.8,
2023-05-31,CMG,Công nghệ,41900,41500.0,43300,40900,5.9,Biến động mạnh,2.8,15.2
2023-06-01,CMG,Công nghệ,40000,41000.0,41600,38900,3.6,Tăng,2.8,15.3
2023-06-02,CMG,Công nghệ,42000,41200.0,43100,40200,7.8,Biến động mạnh,2.8,15.4
2023-06-05,CMG,Công nghệ,40300,41600.0,42700,39000,10.4,Tăng,2.8,15.6
2023-06-06,CMG,Công nghệ,41700,41800.0,42200,40300,,Đi ngang,2.8,15.8
2023-06-07,CMG,Công nghệ,43400,41900.0,43900,41000,7.2,Giảm,2.8,
2023-06-08,CMG,Công nghệ,40600,40400.0,41100,40000,7.5,Đi ngang,2.8,15.8
2023-06-09,CMG,Công nghệ,38700,39100.0,40200,38000,6.1,Biến động mạnh,2.8,15.5
2023-06-12,CMG,Công nghệ,39200,38400.0,40300,38000,14.4,Giảm,2.8,15.4
2023-06-13,CMG,Công nghệ,38000,36600.0,39200,35300,14.2,Giảm,2.8,15.0
2023-06-14,CMG,Công nghệ,36000,35600.0,36400,35200,17.9,Giảm,2.8,14.6
2023-06-15,CMG,Công nghệ,34900,35300.0,36400,34400,7.6,Biến động mạnh,2.8,14.7
2023-06-16,CMG,Công nghệ,34200,35500.0,36100,33300,16.8,Tăng,2.8,15.1
2023-06-19,CMG,Công nghệ,33700,35300.0,35900,32600,5.4,Tăng,2.8,15.1
2023-06-20,CMG,Công nghệ,35700,35600.0,36700,34700,7.1,Biến động mạnh,2.8,15.3
2023-06-21,CMG,Công nghệ,35300,35900.0,36900,34400,12.4,Biến động mạnh,2.8,15.5
2023-06-22,CMG,Công nghệ,32300,34200.0,35200,30900,5.6,Tăng,2.8,15.1
2023-06-23,CMG,Công nghệ,34500,33000.0,35800,32000,14.3,Giảm,2.8,14.8
2023-06-26,CMG,Công nghệ,33700,32500.0,34800,32100,5.5,Giảm,2.8,14.6
2023-06-27,CMG,Công nghệ,30300,31600.0,32700,29900,5.8,Tăng,2.8,14.3
2023-06-28,CMG,Công nghệ,30700,31200.0,31900,30200,,Biến động mạnh,2.8,14.3
2023-06-29,CMG,Công nghệ,30700,31300.0,32000,29600,15.4,Biến động mạnh,2.8,14.5
2023-06-30,CMG,Công nghệ,32200,31400.0,32900,30500,10.2,Giảm,2.8,14.8
2023-07-03,CMG,Công nghệ,32400,31600.0,33300,30300,6.9,Biến động mạnh,2.8,14.8
2023-07-04,CMG,Công nghệ,31100,31100.0,32100,30800,14.1,Đi ngang,2.8,14.5
2023-07-05,CMG,Công nghệ,32200,31100.0,33300,30300,13.8,Giảm,2.8,14.5
2023-07-06,CMG,Công nghệ,32100,31600.0,32700,31200,15.1,Giảm,2.8,14.6
2023-07-07,CMG,Công nghệ,32800,32500.0,34100,31400,3.8,Biến động mạnh,2.8,14.8
2023-07-10,CMG,Công nghệ,32200,32100.0,33100,30800,8.5,Biến động mạnh,2.8,14.4
2023-07-11,CMG,Công nghệ,33400,32100.0,34600,31100,9.3,Giảm,2.8,14.1
2023-07-12,CMG,Công nghệ,31400,32000.0,33000,30400,15.7,Biến động mạnh,2.8,13.8
2023-07-13,CMG,Công nghệ,31100,33000.0,34100,30300,11.6,Tăng,2.8,14.2
2023-07-14,CMG,Công nghệ,35000,34500.0,36400,33400,3.6,Biến động mạnh,2.8,14.6
2023-07-17,CMG,Công nghệ,34900,34400.0,35900,33400,10.3,Biến động mạnh,2.8,14.4
2023-07-18,CMG,Công nghệ,35700,33800.0,36900,32300,3.7,Giảm,2.8,14.0
2023-07-19,CMG,Công nghệ,33100,34300.0,35600,31700,3.4,Tăng,2.8,14.1
2023-07-20,CMG,Công nghệ,35400,34200.0,36900,33400,8.8,Giảm,2.8,13.8
2023-07-21,CMG,Công nghệ,35700,33700.0,36800,32400,9.5,Giảm,2.8,13.6
2023-07-24,CMG,Công nghệ,34800,33300.0,36000,32000,6.0,Giảm,2.8,13.3
2023-07-25,CMG,Công nghệ,32600,32800.0,33200,31700,12.0,Đi ngang,2.8,13.1
2023-07-26,CMG,Công nghệ,30700,32100.0,32500,29700,8.9,Tăng,2.8,12.7
2023-07-27,CMG,Công nghệ,32700,32500.0,33800,31300,9.7,Biến động mạnh,2.8,12.8
2023-07-28,CMG,Công nghệ,34000,33800.0,35300,33300,16.8,Biến động mạnh,2.8,13.1
2023-07-31,CMG,Công nghệ,32300,33400.0,33800,31700,6.2,Tăng,2.8,12.7
2023-08-01,CMG,Công nghệ,34100,33300.0,34400,32700,10.6,Giảm,2.8,12.8
2023-08-02,CMG,Công nghệ,34000,33700.0,35500,33200,11.2,Biến động mạnh,2.8,13.1
2023-08-03,CMG,Công nghệ,34000,33300.0,35100,32500,6.1,Biến động mạnh,2.8,13.2
2023-08-04,CMG,Công nghệ,34200,32300.0,35400,31900,16.9,Giảm,2.8,12.9
2023-08-07,CMG,Công nghệ,31900,32900.0,33300,30600,14.2,Tăng,2.8,13.2
2023-08-08,CMG,Công nghệ,33600,32000.0,34400,30800,17.1,Giảm,2.8,12.9
2023-08-09,CMG,Công nghệ,32000,31100.0,32900,30100,16.8,Giảm,2.8,12.6
2023-08-10,CMG,Công nghệ,31700,30200.0,32600,29800,15.7,Giảm,2.8,12.2
2023-08-11,CMG,Công nghệ,29200,29600.0,30300,27900,4.2,Biến động mạnh,2.8,
2023-08-14,CMG,Công nghệ,28100,28600.0,29000,26900,6.5,Biến động mạnh,2.8,11.6
2023-08-15,CMG,Công nghệ,30400,28500.0,31300,27200,8.2,Giảm,2.8,11.6
2023-08-16,CMG,Công nghệ,29300,29000.0,29700,27800,17.4,Biến động mạnh,2.8,11.9
2023-08-17,CMG,Công nghệ,29800,29300.0,30700,27900,6.5,Biến động mạnh,2.8,12.1
2023-08-18,CMG,Công nghệ,29000,28000.0,30400,27400,7.3,Giảm,2.8,11.7
2023-08-21,CMG,Công nghệ,27000,28300.0,28900,26600,4.8,Tăng,2.8,12.0
2023-08-22,CMG,Công nghệ,27600,27900.0,28900,26300,9.5,Biến động mạnh,2.8,12.0
2023-08-23,CMG,Công nghệ,26700,28300.0,29500,25600,18.0,Tăng,2.8,12.4
2023-08-24,CMG,Công nghệ,29800,28500.0,30100,27700,13.4,Giảm,2.8,12.5
2023-08-25,CMG,Công nghệ,27800,28300.0,29600,26500,15.3,Biến động mạnh,2.8,12.6
2023-08-28,CMG,Công nghệ,28500,27900.0,29000,26900,14.1,Biến động mạnh,2.8,12.6
2023-08-29,CMG,Công nghệ,27800,27300.0,28300,26400,9.6,Biến động mạnh,2.8,12.5
2023-08-30,CMG,Công nghệ,25600,26800.0,27600,24900,14.8,Tăng,2.8,12.5
2023-08-31,CMG,Công nghệ,27700,26300.0,28600,25700,10.0,Giảm,2.8,12.4
2023-09-01,CMG,Công nghệ,24700,25700.0,26100,24000,12.5,Tăng,2.8,12.0
2023-09-04,CMG,Công nghệ,25400,26500.0,27300,25000,6.4,Tăng,2.8,12.2
2023-09-05,CMG,Công nghệ,25900,26400.0,27200,25200,6.0,Biến động mạnh,2.8,12.2
2023-09-06,CMG,Công nghệ,27100,27300.0,28400,26300,7.0,Biến động mạnh,2.8,12.6
2023-09-07,CMG,Công nghệ,27400,26900.0,28500,26000,6.4,Biến động mạnh,2.8,12.4
2023-09-08,CMG,Công nghệ,27800,26900.0,28500,25800,11.9,Giảm,2.8,12.3
